"","plot","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"37","SBL_2013_del_7",6,1.505,0.917053053053053,0.116872857061096,1000,5.03065435150261,1,999
"38","SBL_2013_del_8",8,1.803,1.14402902902903,0.130282989960717,1000,5.05799698924367,1,999
"39","SBL_2013_chr_9",6,1.518,0.915296296296296,0.113817948263841,1000,5.29533094645654,1,999
"40","SBL_2013_con_10",6,1.4,0.904484484484484,0.113221631259577,999,4.37650924123742,0.999,999
"41","SBL_2013_chr_11",6,1.21,0.904007007007007,0.107778966232169,992,2.83907893803552,0.992,999
"42","SBL_2013_del_12",8,1.673,1.14643143143143,0.13740502660283,997,3.83223657523547,0.997,999
"43","SBL_2013_con_13",7,1.263,1.02679479479479,0.125217185802003,970,1.88636410962549,0.97,999
"44","SBL_2013_chr_14",6,1.43,0.910818818818819,0.115898062658797,999,4.47963640867448,0.999,999
"45","SBL_2013_del_15",10,1.978,1.35312012012012,0.149513779720259,999,4.17941330256672,0.999,999
"46","SBL_2013_con_16",6,1.471,0.907441441441441,0.109724332682818,1000,5.13613110947457,1,999
"47","SBL_2013_chr_18",5,1.442,0.791378378378378,0.110002099510721,1000,5.91462912540331,1,999
"48","SBL_2013_con_19",4,1.315,0.63375975975976,0.158141416959183,1000,4.30779142706223,1,999
"49","SBL_2013_chr_20",5,1.442,0.794990990990991,0.10993155512656,1000,5.88556223246482,1,999
"50","SBL_2013_del_21",9,1.674,1.25036236236236,0.146685814860836,987,2.8880613850736,0.987,999
"51","SBL_2013_con_23",6,1.187,0.906785785785786,0.122529094161306,983,2.28691982204097,0.983,999
"52","SBL_2013_chr_24",5,1.536,0.792504504504504,0.109779948094983,1000,6.77259835149687,1,999
"53","SBL_2013_del_25",12,2.358,1.56381781781782,0.181037687046386,1000,4.38683345517277,1,999
"54","SBL_2013_con_26",7,1.503,1.02611811811812,0.118380716546921,998,4.02837468628489,0.998,999
"55","SBL_2013_chr_27",4,1.146,0.622209209209209,0.14625458653814,1000,3.5813631776546,1,999
"56","SBL_2013_del_28",15,2.225,1.81832032032032,0.189981534535403,956,2.14062740715412,0.956,999
"57","SBL_2013_del_29",9,1.867,1.25236936936937,0.139139052946368,999,4.41738403140879,0.999,999
"58","SBL_2013_con_30",6,1.35,0.903665665665666,0.103953022052849,1000,4.29361576527732,1,999
"59","SBL_2013_chr_31",6,1.44,0.9045995995996,0.108199019845982,1000,4.94829251838445,1,999
"60","SBL_2013_del_32",9,1.921,1.24774574574575,0.142910518339006,1000,4.71101960918784,1,999
"61","SBL_2014_con_1",6,1.399,0.91183983983984,0.113708485231321,998,4.28429029873288,0.998,999
"62","SBL_2014_del_2",8,1.543,1.14451651651652,0.130620069984835,989,3.05070640009417,0.989,999
"63","SBL_2014_chr_3",11,1.73,1.44855055055055,0.161544738702324,950,1.74223841463554,0.95,999
"64","SBL_2014_con_4",8,1.483,1.13254954954955,0.128647345780821,986,2.72411722389919,0.986,999
"65","SBL_2014_chr_5",8,1.595,1.14478178178178,0.131156144716984,994,3.43268871763289,0.994,999
"66","SBL_2014_con_6",10,1.809,1.34447547547548,0.145363035098664,997,3.19561657617587,0.997,999
"67","SBL_2014_del_7",9,1.676,1.24997597597598,0.136331309225628,991.5,3.12491698674261,0.9915,999
"68","SBL_2014_del_8",13,2.051,1.62733533533534,0.177812449499625,972,2.38264905442157,0.972,999
"69","SBL_2014_chr_9",10,1.714,1.3456026026026,0.149083019578645,972,2.47108891702491,0.972,999
"70","SBL_2014_con_10",6,1.234,0.90428028028028,0.110061840521588,989,2.99576781704869,0.989,999
"71","SBL_2014_chr_11",12,1.874,1.55394494494494,0.166135130949004,956,1.92647426963113,0.956,999
"72","SBL_2014_del_12",13,2.222,1.64303203203203,0.173222576753636,992,3.34233550163267,0.992,999
"73","SBL_2014_con_13",6,1.249,0.900586586586587,0.111751873463963,991,3.11774114038246,0.991,999
"74","SBL_2014_chr_14",9,1.646,1.23601101101101,0.143413003098723,988,2.85879927294151,0.988,999
"75","SBL_2014_del_15",11,2.109,1.45504404404404,0.150459649988332,1000,4.346387592997,1,999
"76","SBL_2014_con_16",8,1.559,1.14085185185185,0.132017579726291,989,3.16736717197122,0.989,999
"77","SBL_2014_chr_18",9,1.645,1.2432952952953,0.143555481401334,985,2.79825403240209,0.985,999
"78","SBL_2014_con_19",8,1.535,1.13644144144144,0.129938216875305,992,3.06729281148313,0.992,999
"79","SBL_2014_chr_20",10,1.807,1.34926726726727,0.146085692999136,992,3.13331663994941,0.992,999
"80","SBL_2014_del_21",15,2.184,1.81814614614615,0.193861717194111,944,1.88718979254439,0.944,999
"81","SBL_2014_con_23",7,1.219,1.02254154154154,0.118554377003295,960.5,1.65711687264823,0.9605,999
"82","SBL_2014_chr_24",11,1.893,1.43779479479479,0.153541906876486,987,2.9646968340141,0.987,999
"83","SBL_2014_del_25",14,2.411,1.75865065065065,0.204169987620038,998,3.19512851498711,0.998,999
"84","SBL_2014_con_26",8,1.535,1.13851351351351,0.125904923124163,990,3.14909438525677,0.99,999
"85","SBL_2014_chr_27",8,1.287,1.13626226226226,0.130628177391958,888,1.15394504269504,0.888,999
"86","SBL_2014_del_28",18,2.409,2.09690890890891,0.217846641077544,899,1.432618329791,0.899,999
"87","SBL_2014_del_29",13,2.085,1.63364464464464,0.167786087597367,983,2.69006424679538,0.983,999
"88","SBL_2014_con_30",9,1.78,1.24181381381381,0.137074008977792,998,3.92624531958775,0.998,999
"89","SBL_2014_chr_31",10,1.657,1.3522972972973,0.149093515806738,968,2.04370190785274,0.968,999
"90","SBL_2014_del_32",13,2.174,1.64274774774775,0.175682381104348,989,3.0239358603451,0.989,999
"91","SBL_2015_con_1",10,1.896,1.34475175175175,0.145417319560259,995,3.79080187913804,0.995,999
"92","SBL_2015_del_2",8,1.606,1.14323023023023,0.130778051846388,997,3.53858895461557,0.997,999
"93","SBL_2015_chr_3",10,1.864,1.34734934934935,0.151090554928673,996,3.41947682232388,0.996,999
"94","SBL_2015_con_4",8,1.651,1.13904404404404,0.131454824193216,995,3.89453912473739,0.995,999
"95","SBL_2015_chr_5",7,1.496,1.02646846846847,0.119243317188617,998,3.93759199761976,0.998,999
"96","SBL_2015_con_6",10,1.787,1.3451021021021,0.146086591342003,991,3.02490388637634,0.991,999
"97","SBL_2015_del_7",7,1.398,1.03823123123123,0.121895564492197,992,2.95145086096877,0.992,999
"98","SBL_2015_del_8",9,1.877,1.24287387387387,0.140605568737615,999,4.50996451861358,0.999,999
"99","SBL_2015_chr_9",11,2.082,1.44241841841842,0.150597191638356,999,4.2469688486454,0.999,999
"100","SBL_2015_con_10",7,1.526,1.03148148148148,0.126193569731149,998,3.91872992872832,0.998,999
"101","SBL_2015_chr_11",12,2.078,1.53832332332332,0.162861340406385,997,3.31371874583637,0.997,999
"102","SBL_2015_del_12",10,1.965,1.35516116116116,0.14746144176247,998,4.13558169206811,0.998,999
"103","SBL_2015_con_13",7,1.436,1.02698098098098,0.118753507019783,994,3.44426896757568,0.994,999
"104","SBL_2015_chr_14",7,1.502,1.02867267267267,0.123506200358597,998,3.83241753007568,0.998,999
"105","SBL_2015_del_15",11,1.992,1.44259259259259,0.155513175907854,994,3.53286725835339,0.994,999
"106","SBL_2015_con_16",8,1.629,1.14550850850851,0.134297435866208,995,3.60015430207591,0.995,999
"107","SBL_2015_chr_18",10,1.813,1.35461961961962,0.146891639527175,988,3.12053416964946,0.988,999
"108","SBL_2015_con_19",9,1.803,1.2433023023023,0.139843065149637,997,4.00232715936827,0.997,999
"109","SBL_2015_chr_20",13,2.28,1.63613013013013,0.175649042854193,998,3.66566113545149,0.998,999
"110","SBL_2015_del_21",11,1.931,1.44237437437437,0.158518731892182,989.5,3.08244722748583,0.9895,999
"111","SBL_2015_con_23",11,1.855,1.44886586586587,0.152184935309301,981.5,2.66868815437418,0.9815,999
"112","SBL_2015_chr_24",10,1.999,1.34566066066066,0.139910986460065,1000,4.66967859972758,1,999
"113","SBL_2015_del_25",11,2.253,1.4562992992993,0.164467591600544,1000,4.84411970131912,1,999
"114","SBL_2015_con_26",9,1.811,1.24478978978979,0.130584595297124,1000,4.33596481209664,1,999
"115","SBL_2015_chr_27",10,1.959,1.35264964964965,0.139862899436036,1000,4.33531946495686,1,999
"116","SBL_2015_del_28",11,2.045,1.44609409409409,0.15515738068399,1000,3.85998979401245,1,999
"117","SBL_2015_del_29",8,1.825,1.14542442442442,0.13462855469596,1000,5.04778185512207,1,999
"118","SBL_2015_con_30",8,1.73,1.1402012012012,0.134151152144893,999,4.39652428897349,0.999,999
"119","SBL_2015_chr_31",11,2.017,1.450995995996,0.160757818274125,994,3.52084900181248,0.994,999
"120","SBL_2015_del_32",9,1.921,1.25676576576577,0.139804562947104,1000,4.75116276773849,1,999
"121","SBL_2016_con_1",7,1.865,1.03653253253253,0.126772849630746,1000,6.53505438964702,1,999
"122","SBL_2016_del_2",8,1.556,1.12822822822823,0.129167838974005,997,3.31175140166169,0.997,999
"123","SBL_2016_chr_3",11,1.988,1.43964964964965,0.146912954533618,997,3.73248466815682,0.997,999
"124","SBL_2016_con_4",8,1.807,1.14198098098098,0.130949050956972,1000,5.07845619467325,1,999
"125","SBL_2016_chr_5",11,2.028,1.45686086086086,0.155331185581286,997,3.67691225043962,0.997,999
"126","SBL_2016_con_6",9,1.744,1.24305805805806,0.137963758392892,992,3.63096763800361,0.992,999
"127","SBL_2016_del_7",8,1.684,1.13777477477477,0.126825121909735,998,4.30691661872786,0.998,999
"128","SBL_2016_del_8",11,2.234,1.45004904904905,0.155161976897519,1000,5.05246817955107,1,999
"129","SBL_2016_chr_9",15,2.395,1.8226976976977,0.183584867327697,993,3.11737187619472,0.993,999
"130","SBL_2016_con_10",8,1.727,1.13255755755756,0.128299602557737,1000,4.63323681906911,1,999
"131","SBL_2016_chr_11",15,2.189,1.81995495495495,0.190939201134898,951,1.93278825328444,0.951,999
"132","SBL_2016_del_12",9,1.917,1.25677677677678,0.140783575930308,1000,4.68963242949629,1,999
"133","SBL_2016_con_13",8,1.883,1.14071571571572,0.132607823800595,1000,5.59759042121432,1,999
"134","SBL_2016_chr_14",12,2.176,1.55045445445445,0.166219540213464,999,3.76336948557434,0.999,999
"135","SBL_2016_del_15",10,2.106,1.35365165165165,0.142682365025792,1000,5.27288952781479,1,999
"136","SBL_2016_con_16",7,1.548,1.03046946946947,0.120118323506878,998,4.3085061081534,0.998,999
"137","SBL_2016_chr_18",14,2.335,1.72853753753754,0.177181146456562,998,3.4228385727888,0.998,999
"138","SBL_2016_con_19",10,2.133,1.35614414414414,0.133795776700796,1000,5.80628084840914,1,999
"139","SBL_2016_chr_20",15,2.575,1.83816216216216,0.183020344833507,1000,4.02598868725845,1,999
"140","SBL_2016_del_21",11,1.938,1.44171271271271,0.153716994432311,989,3.22857787533587,0.989,999
"141","SBL_2016_con_23",9,2.003,1.24195095095095,0.134956359741458,1000,5.63922330527456,1,999
"142","SBL_2016_chr_24",13,2.418,1.65338438438438,0.174127681013061,1000,4.39112041903471,1,999
"143","SBL_2016_del_25",18,3.04,2.1708958958959,0.240146671892857,1000,3.61905537667355,1,999
"144","SBL_2016_con_26",11,2.047,1.44993593593594,0.159278520819,996,3.74855354629111,0.996,999
"145","SBL_2016_chr_27",14,2.189,1.73774774774775,0.178723435971793,977,2.52486334429846,0.977,999
"146","SBL_2016_del_28",15,2.46,1.82813313313313,0.183926918955127,995.5,3.43542353917767,0.9955,999
"147","SBL_2016_del_29",11,1.943,1.44895995995996,0.163702398727375,987,3.01791570484436,0.987,999
"148","SBL_2016_con_30",10,2.088,1.35162762762763,0.147877845507233,1000,4.9795990051556,1,999
"149","SBL_2016_chr_31",14,2.496,1.73624624624625,0.185551146262107,1000,4.09457860573136,1,999
"150","SBL_2016_del_32",13,2.349,1.63477477477477,0.179053199974663,997,3.98889953000724,0.997,999
