"","plot","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"51","HYS_2014_chr_21",9,1.49,1.0549009009009,0.101991969845744,1000,4.26601329258721,1,999
"52","HYS_2014_con_22",12,1.531,1.25098998998999,0.108574263254154,995,2.57897223170241,0.995,999
"53","HYS_2014_chr_23",11,1.53,1.18806806806807,0.104663959700997,1000,3.2669500839521,1,999
"54","HYS_2014_int_24",14,2.091,1.38093993993994,0.111973749770523,1000,6.34130822192919,1,999
"55","HYS_2014_int_25",10,1.507,1.11774974974975,0.108443993087265,999,3.58941273895198,0.999,999
"56","HYS_2014_con_26",11,1.582,1.18148348348348,0.108324003142383,1000,3.69739397453831,1,999
"57","HYS_2014_chr_27",10,1.279,1.0877037037037,0.123372069900604,964,1.55056404946773,0.964,999
"58","HYS_2014_chr_28",13,1.631,1.30169469469469,0.111650784490018,999,2.94942222582187,0.999,999
"59","HYS_2014_con_29",11,1.54,1.17996996996997,0.108953277750439,1000,3.30444423025704,1,999
"60","HYS_2014_int_30",11,1.693,1.18944244244244,0.101954872529494,1000,4.93902395309144,1,999
"61","HYS_2015_chr_1",12,1.765,1.24366466466466,0.111704038634048,1000,4.66711268196195,1,999
"62","HYS_2015_int_2",11,1.523,1.1810990990991,0.107575658183701,1000,3.17823666314042,1,999
"63","HYS_2015_con_3",10,1.506,1.1238038038038,0.105291919548415,1000,3.6298720531964,1,999
"64","HYS_2015_int_4",14,1.662,1.37951851851852,0.105686217457758,995,2.67283178711915,0.995,999
"65","HYS_2015_chr_5",11,1.518,1.18665265265265,0.105055365069711,1000,3.1540259474371,1,999
"66","HYS_2015_con_6",12,1.598,1.25087887887888,0.107621936922536,997,3.22537515163821,0.997,999
"67","HYS_2015_con_7",13,1.657,1.31406306306306,0.107367931770022,999,3.19403504643727,0.999,999
"68","HYS_2015_chr_8",17,1.908,1.55042642642643,0.110698440059495,997,3.23015910053833,0.997,999
"69","HYS_2015_int_9",13,1.595,1.30931531531532,0.11181614989988,988,2.55495011177263,0.988,999
"70","HYS_2015_con_10",10,1.573,1.12157657657658,0.107134651532592,1000,4.21360798738486,1,999
"71","HYS_2015_int_11",12,1.603,1.24811211211211,0.107367149785909,998,3.30536750389238,0.998,999
"72","HYS_2015_chr_12",13,1.631,1.30964564564565,0.107437955990112,999,2.99106913746507,0.999,999
"73","HYS_2015_chr_13",19,1.999,1.66355355355355,0.11958776422188,991,2.80502314454234,0.991,999
"74","HYS_2015_int_14",11,1.506,1.17537037037037,0.11602298750775,999,2.84969070984787,0.999,999
"75","HYS_2015_con_15",9,1.479,1.05081381381381,0.0997092535317012,1000,4.2943475256291,1,999
"76","HYS_2015_int_16",17,2.104,1.55797697697698,0.116397040394056,1000,4.69103871691662,1,999
"77","HYS_2015_con_17",12,1.603,1.25072572572573,0.108386577347692,1000,3.25016513017307,1,999
"78","HYS_2015_chr_18",12,1.802,1.25465665665666,0.107824986383539,1000,5.07621991619283,1,999
"79","HYS_2015_int_19",12,1.614,1.24986886886887,0.108863402034048,999,3.34484431248297,0.999,999
"80","HYS_2015_con_20",16,1.872,1.48895595595596,0.112501863988397,999,3.40477953399554,0.999,999
"81","HYS_2015_chr_21",15,2.018,1.44121821821822,0.105124644161341,1000,5.48664669814779,1,999
"82","HYS_2015_con_22",12,1.718,1.25396396396396,0.108445652849465,1000,4.27897314316668,1,999
"83","HYS_2015_chr_23",10,1.523,1.12153453453453,0.110226350094107,999,3.64219140997329,0.999,999
"84","HYS_2015_int_24",11,1.693,1.18692292292292,0.101561077041378,1000,4.98298257383478,1,999
"85","HYS_2015_int_25",12,1.742,1.25898098098098,0.108734820370296,1000,4.44217424900413,1,999
"86","HYS_2015_con_26",11,1.933,1.19312112112112,0.103727629813458,1000,7.13290065732211,1,999
"87","HYS_2015_chr_27",12,1.694,1.25434234234234,0.108206516529078,1000,4.06313475158874,1,999
"88","HYS_2015_chr_28",12,1.603,1.25453353353353,0.109947111655329,998,3.1694008257249,0.998,999
"89","HYS_2015_con_29",10,1.512,1.11904504504505,0.106104879548024,1000,3.70345790531809,1,999
"90","HYS_2015_int_30",12,1.573,1.24134634634635,0.102624430383741,998,3.23172223625027,0.998,999
"91","HYS_2016_chr_1",19,2.428,1.67617017017017,0.127969423761721,1000,5.87507396477566,1,999
"92","HYS_2016_int_2",16,2.089,1.49898898898899,0.115025896181963,1000,5.12937547626365,1,999
"93","HYS_2016_con_3",12,1.613,1.24494994994995,0.105537974329379,998,3.4873708007829,0.998,999
"94","HYS_2016_int_4",19,2.218,1.66889189189189,0.120079066822249,1000,4.57288786996441,1,999
"95","HYS_2016_chr_5",12,1.852,1.24906606606607,0.108868518628373,1000,5.5381844221843,1,999
"96","HYS_2016_con_6",14,1.829,1.3748988988989,0.108127628091539,1000,4.19967689216919,1,999
"97","HYS_2016_con_7",15,1.718,1.4351991991992,0.109787850436952,985,2.57588430482302,0.985,999
"98","HYS_2016_chr_8",17,2.086,1.56101201201201,0.115256418214932,1000,4.55495664466148,1,999
"99","HYS_2016_int_9",16,1.849,1.48896796796797,0.110752839050249,996,3.25077022963433,0.996,999
"100","HYS_2016_con_10",12,1.772,1.25760660660661,0.106007365401821,1000,4.85243069142963,1,999
"101","HYS_2016_int_11",16,1.894,1.49283883883884,0.107740126800087,999,3.72341460025864,0.999,999
"102","HYS_2016_chr_12",17,1.986,1.54984684684685,0.114398223213984,999,3.81258677713306,0.999,999
"103","HYS_2016_chr_13",19,1.99,1.66249249249249,0.122274706711963,993,2.67845670060776,0.993,999
"104","HYS_2016_int_14",17,1.791,1.54532632632633,0.114595400558994,969,2.14383537624794,0.969,999
"105","HYS_2016_con_15",12,1.73,1.2548008008008,0.108352304096246,1000,4.38568614818838,1,999
"106","HYS_2016_int_16",18,2.133,1.61654854854855,0.120889909155672,1000,4.27208073079455,1,999
"107","HYS_2016_con_17",15,1.843,1.43453453453453,0.110777922234838,1000,3.6872461337518,1,999
"108","HYS_2016_chr_18",16,1.957,1.49703103103103,0.112363584796921,1000,4.09357684520557,1,999
"109","HYS_2016_int_19",18,1.957,1.60755255255255,0.116714650366659,998,2.9940324230905,0.998,999
"110","HYS_2016_con_20",18,2.119,1.6191971971972,0.125257634906447,1000,3.99019830748119,1,999
"111","HYS_2016_chr_21",19,2.222,1.67435135135135,0.12528030965659,1000,4.37138645450213,1,999
"112","HYS_2016_con_22",12,1.727,1.24738638638639,0.107380827614305,1000,4.46647343170337,1,999
"113","HYS_2016_chr_23",15,1.815,1.43541541541542,0.109250225749218,999,3.47445126068585,0.999,999
"114","HYS_2016_int_24",15,1.983,1.43964864864865,0.113186607387356,1000,4.80049154129917,1,999
"115","HYS_2016_int_25",17,1.874,1.54687387387387,0.110888848770611,994,2.95003627283418,0.994,999
"116","HYS_2016_con_26",14,1.808,1.37365565565566,0.103753791468233,1000,4.18629852652016,1,999
"117","HYS_2016_chr_27",15,1.825,1.43374974974975,0.111019178313227,999,3.52416813198153,0.999,999
"118","HYS_2016_chr_28",18,2.107,1.61718918918919,0.11995340295717,1000,4.08334235407811,1,999
"119","HYS_2016_con_29",17,1.973,1.55157057057057,0.11175585674948,1000,3.77098294162904,1,999
"120","HYS_2016_int_30",17,1.875,1.54385785785786,0.107925546851253,996,3.06824613637152,0.996,999
"121","HYS_2017_chr_1",12,1.953,1.25782582582583,0.111543595248565,1000,6.23230919377344,1,999
"122","HYS_2017_int_2",15,1.894,1.44009009009009,0.111003529037637,1000,4.08914846082062,1,999
"123","HYS_2017_con_3",8,1.458,0.997817817817818,0.108334369033426,1000,4.24779491760546,1,999
"124","HYS_2017_int_4",16,2.037,1.49309109109109,0.107966672243528,1000,5.03774820142716,1,999
"125","HYS_2017_chr_5",11,1.504,1.18651051051051,0.109265876205912,998,2.90566003324934,0.998,999
"126","HYS_2017_con_6",12,1.784,1.25802702702703,0.112128175432055,1000,4.69081897521547,1,999
"127","HYS_2017_con_7",16,1.921,1.49490790790791,0.111170289168983,1000,3.83278747655693,1,999
"128","HYS_2017_chr_8",15,1.856,1.4344044044044,0.109935236084189,1000,3.83494510597799,1,999
"129","HYS_2017_int_9",14,1.789,1.37577777777778,0.108417486455855,1000,3.81139828758599,1,999
"130","HYS_2017_con_10",9,1.547,1.06023023023023,0.106593693425095,1000,4.56659070653023,1,999
"131","HYS_2017_int_11",16,1.885,1.49554854854855,0.112086234852824,999,3.47456984314645,0.999,999
"132","HYS_2017_chr_12",14,1.907,1.37816116116116,0.106484651546987,1000,4.96633863337089,1,999
"133","HYS_2017_chr_13",15,1.904,1.44007407407407,0.111456078494559,1000,4.16241027131216,1,999
"134","HYS_2017_int_14",13,1.752,1.3113003003003,0.113615001858048,1000,3.87888652460099,1,999
"135","HYS_2017_con_15",12,1.73,1.24954354354354,0.109760304777572,1000,4.37732436539871,1,999
"136","HYS_2017_int_16",17,2.132,1.55927627627628,0.109638501219449,1000,5.22374637881431,1,999
"137","HYS_2017_con_17",14,1.834,1.3789029029029,0.106582791126477,1000,4.26989284374299,1,999
"138","HYS_2017_chr_18",14,1.882,1.37222622622623,0.10217316469622,1000,4.98931177564506,1,999
"139","HYS_2017_int_19",14,1.85,1.37983083083083,0.107862630714347,1000,4.35896256243109,1,999
"140","HYS_2017_con_20",15,1.854,1.43155255255255,0.109849245351981,1000,3.84570186252834,1,999
"141","HYS_2017_chr_21",19,2.254,1.67372972972973,0.119222048383126,1000,4.86713890710504,1,999
"142","HYS_2017_con_22",12,1.816,1.25490890890891,0.109021429337632,1000,5.14661286776408,1,999
"143","HYS_2017_chr_23",12,1.541,1.24544744744745,0.108395045841205,998,2.72662417603041,0.998,999
"144","HYS_2017_int_24",14,2.03,1.38305205205205,0.111709997495184,1000,5.79131646633362,1,999
"145","HYS_2017_int_25",14,1.967,1.37565565565566,0.110330390807869,1000,5.35975935564407,1,999
"146","HYS_2017_con_26",17,2.002,1.55486786786787,0.113185610938872,1000,3.9504326426582,1,999
"147","HYS_2017_chr_27",11,1.675,1.19236436436436,0.103112238064396,1000,4.68068237772337,1,999
"148","HYS_2017_chr_28",14,1.842,1.37814914914915,0.108076685351698,1000,4.29186784681089,1,999
"149","HYS_2017_con_29",13,1.784,1.31930830830831,0.103348511700859,1000,4.49635591305597,1,999
"150","HYS_2017_int_30",17,1.899,1.54765265265265,0.111626347038577,998,3.14753063831718,0.998,999
