"","plot","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"50","SGS_2014_con_20",11,1.934,1.87136936936937,0.134655035776694,647.5,0.46511911173151,0.6475,999
"51","SGS_2014_chr_21",12,2.164,1.97796596596597,0.126594839347984,944,1.46952304684919,0.944,999
"52","SGS_2014_int_22",18,2.7,2.49993293293293,0.132913477463685,920,1.50524289097567,0.92,999
"53","SGS_2014_con_23",12,2.465,1.98006806806807,0.128248691318943,1000,3.78118425182173,1,999
"54","SGS_2014_chr_24",13,2.209,2.07114814814815,0.123961457558364,885,1.11205413817394,0.885,999
"55","SGS_2014_chr_25",12,2.295,1.97891591591592,0.132038248758484,998,2.39388273516293,0.998,999
"56","SGS_2014_int_26",13,2.536,2.07389089089089,0.125513019816248,1000,3.68176233657385,1,999
"57","SGS_2014_con_27",14,2.559,2.17595595595596,0.122270463295315,1000,3.13276022451059,1,999
"58","SGS_2014_int_28",11,2.158,1.86533333333333,0.128730894841033,997,2.27347651881139,0.997,999
"59","SGS_2014_chr_29",14,2.441,2.17295395395395,0.12687437920273,987,2.11268853278676,0.987,999
"60","SGS_2014_con_30",14,2.406,2.16841341341341,0.126890269687407,971,1.87237829324407,0.971,999
"61","SGS_2015_con_1",13,2.137,2.07568368368368,0.127571591924599,659.5,0.4806424015823,0.6595,999
"62","SGS_2015_chr_2",10,2.039,1.75350750750751,0.129436065622613,996,2.2056641718768,0.996,999
"63","SGS_2015_int_3",11,2.266,1.87315015015015,0.127687547148777,1000,3.07664967040297,1,999
"64","SGS_2015_con_4",12,2.352,1.96441041041041,0.133283542634513,999,2.90800785999834,0.999,999
"65","SGS_2015_int_5",11,2.305,1.87336536536537,0.12542154028386,1000,3.44147132667752,1,999
"66","SGS_2015_chr_6",8,1.92,1.49422422422422,0.132161989075856,1000,3.2216205185244,1,999
"67","SGS_2015_chr_7",8,1.829,1.50004304304304,0.125108366450293,999,2.62937616636258,0.999,999
"68","SGS_2015_con_8",15,2.545,2.25483783783784,0.132545722174135,986,2.1891476948683,0.986,999
"69","SGS_2015_int_9",13,2.309,2.08212412412412,0.130189866777071,973.5,1.74265387539235,0.9735,999
"70","SGS_2015_con_10",15,2.707,2.25484584584585,0.128563156583532,1000,3.5169808067086,1,999
"71","SGS_2015_int_11",13,2.554,2.0776976976977,0.133268066165995,1000,3.57401676189279,1,999
"72","SGS_2015_chr_12",12,2.225,1.97421921921922,0.125152688272184,986,2.0037985938854,0.986,999
"73","SGS_2015_con_13",15,2.37,2.25076076076076,0.129308558217461,825,0.922129524008091,0.825,999
"74","SGS_2015_chr_14",14,2.387,2.17145245245245,0.128478265948501,964,1.67769658125638,0.964,999
"75","SGS_2015_int_15",13,2.52,2.08016816816817,0.131419747556611,1000,3.34677124259706,1,999
"76","SGS_2015_con_16",10,2.053,1.7629019019019,0.129358012419566,990,2.24259860423009,0.99,999
"77","SGS_2015_int_17",10,2.135,1.75344544544545,0.124095706071191,1000,3.07467975028617,1,999
"78","SGS_2015_chr_18",13,2.374,2.07453553553554,0.130770234368843,989,2.29000480047938,0.989,999
"79","SGS_2015_int_19",12,2.236,1.98085585585586,0.132100235380632,981,1.93144352399505,0.981,999
"80","SGS_2015_con_20",11,2.356,1.88182182182182,0.123004954053598,1000,3.85495187430874,1,999
"81","SGS_2015_chr_21",14,2.502,2.17153953953954,0.135492296877773,993,2.43896124042068,0.993,999
"82","SGS_2015_int_22",14,2.384,2.16407507507508,0.129284176006582,969,1.7010970075234,0.969,999
"83","SGS_2015_con_23",14,2.644,2.16972972972973,0.131457091710371,999,3.60779524405722,0.999,999
"84","SGS_2015_chr_24",13,2.246,2.07732532532533,0.128137213799856,921.5,1.31635978083725,0.9215,999
"85","SGS_2015_chr_25",10,2.115,1.75529329329329,0.128422855928822,999,2.80095551609656,0.999,999
"86","SGS_2015_int_26",12,2.295,1.9770970970971,0.133439333380258,997,2.38237778059776,0.997,999
"87","SGS_2015_con_27",14,2.443,2.1661981981982,0.126557102357279,990,2.18716924333785,0.99,999
"88","SGS_2015_int_28",14,2.57,2.16200800800801,0.132904466178516,1000,3.06981400793545,1,999
"89","SGS_2015_chr_29",11,2.048,1.86960760760761,0.1277993016616,946.5,1.39587924247629,0.9465,999
"90","SGS_2015_con_30",16,2.778,2.34052252252252,0.12397134763045,1000,3.52885957795319,1,999
"91","SGS_2016_con_1",12,2.117,1.97836736736737,0.122802692065497,862,1.12890548489518,0.862,999
"92","SGS_2016_chr_2",10,2.033,1.75213613613614,0.126563359838433,993,2.21915619356508,0.993,999
"93","SGS_2016_int_3",9,1.847,1.62593293293293,0.126492534281532,973,1.74766889067969,0.973,999
"94","SGS_2016_con_4",11,2.174,1.87157057057057,0.127668897816634,995,2.3688575260029,0.995,999
"95","SGS_2016_int_5",9,2.072,1.64117017017017,0.128817455901601,1000,3.34449882443668,1,999
"96","SGS_2016_chr_6",8,1.757,1.49048248248248,0.1330134075069,979,2.00368912061509,0.979,999
"97","SGS_2016_chr_7",10,2.026,1.75641941941942,0.126853675442258,993.5,2.12513023087999,0.9935,999
"98","SGS_2016_con_8",14,2.231,2.16175775775776,0.127043376120952,719,0.545028354538691,0.719,999
"99","SGS_2016_int_9",13,2.181,2.07001701701702,0.128188397451537,803,0.865780251484473,0.803,999
"100","SGS_2016_con_10",10,2.033,1.75916016016016,0.127701235646118,996,2.14437893614981,0.996,999
"101","SGS_2016_int_11",11,1.822,1.87116516516517,0.123697493456912,330.5,-0.397462905602781,0.3305,999
"102","SGS_2016_chr_12",11,2.158,1.87295095095095,0.127361692034113,997,2.23810664334375,0.997,999
"103","SGS_2016_con_13",10,1.873,1.75409209209209,0.123829734449344,818.5,0.960253273873814,0.8185,999
"104","SGS_2016_chr_14",11,2.056,1.86797997997998,0.124020085319778,949.5,1.51604491752463,0.9495,999
"105","SGS_2016_int_15",12,2.183,1.96998198198198,0.131600589306764,968,1.61867070003364,0.968,999
"106","SGS_2016_con_16",9,1.872,1.6317967967968,0.131896858614504,980,1.82114423138194,0.98,999
"107","SGS_2016_int_17",7,1.779,1.34712312312312,0.136448592123337,1000,3.16512519591628,1,999
"108","SGS_2016_chr_18",8,1.804,1.5018958958959,0.130863079071606,987.5,2.30855109208303,0.9875,999
"109","SGS_2016_int_19",12,2.179,1.97237137137137,0.132097952138326,965,1.56420766017825,0.965,999
"110","SGS_2016_con_20",10,2.033,1.75964064064064,0.1275713482243,990,2.14279587982978,0.99,999
"111","SGS_2016_chr_21",12,2.301,1.97815815815816,0.133031649808278,1000,2.42680476643801,1,999
"112","SGS_2016_int_22",13,2.402,2.07502702702703,0.131052660675052,998,2.49497393863456,0.998,999
"113","SGS_2016_con_23",11,2.127,1.87072072072072,0.128837102882825,985,1.98917294432149,0.985,999
"114","SGS_2016_chr_24",11,2.045,1.87227927927928,0.125833808556495,929.5,1.37260981529598,0.9295,999
"115","SGS_2016_chr_25",10,2.115,1.76408808808809,0.128816760414846,1000,2.72411688340728,1,999
"116","SGS_2016_int_26",12,2.281,1.9736976976977,0.133377396001846,996,2.30400586241802,0.996,999
"117","SGS_2016_con_27",12,2.081,1.97305605605606,0.128184849229559,821.5,0.842095962141616,0.8215,999
"118","SGS_2016_int_28",8,1.804,1.49623023023023,0.123944016739891,996,2.48313535308168,0.996,999
"119","SGS_2016_chr_29",10,2.025,1.75044544544545,0.12657569905776,993,2.16909372492793,0.993,999
"120","SGS_2016_con_30",9,1.99,1.63991191191191,0.124588325094078,1000,2.8099590216317,1,999
"121","SGS_2017_con_1",15,2.737,2.26316816816817,0.123324318456634,1000,3.84216055488237,1,999
"122","SGS_2017_chr_2",12,2.404,1.98281781781782,0.120787433332051,1000,3.48697021340233,1,999
"123","SGS_2017_int_3",10,2.226,1.76325425425425,0.132329019334898,1000,3.49693323559386,1,999
"124","SGS_2017_con_4",12,2.504,1.98260760760761,0.131098313176095,1000,3.97710984802714,1,999
"125","SGS_2017_int_5",11,2.443,1.87774874874875,0.126985189737865,1000,4.45131634971054,1,999
"126","SGS_2017_chr_6",9,1.963,1.63521221221221,0.127085681931975,995,2.57926607313042,0.995,999
"127","SGS_2017_chr_7",12,2.461,1.98663363363363,0.130276559187205,1000,3.64122578402391,1,999
"128","SGS_2017_con_8",14,2.373,2.17537937937938,0.130264380522386,944,1.51707335365295,0.944,999
"129","SGS_2017_int_9",14,2.442,2.16082182182182,0.132642853321839,987,2.11981400532706,0.987,999
"130","SGS_2017_con_10",14,2.566,2.17288088088088,0.129961212129393,999,3.02489575680256,0.999,999
"131","SGS_2017_int_11",13,2.32,2.07870870870871,0.131502151564019,977,1.83488474083121,0.977,999
"132","SGS_2017_chr_12",13,2.593,2.07787087087087,0.126412652292647,1000,4.07498078544067,1,999
"133","SGS_2017_con_13",12,2.077,1.96910510510511,0.1296389002301,813,0.832272525479538,0.813,999
"134","SGS_2017_chr_14",13,2.3,2.08386486486486,0.12446801730332,970,1.73647126240011,0.97,999
"135","SGS_2017_int_15",14,2.714,2.1765015015015,0.131418535262606,1000,4.08997480777308,1,999
"136","SGS_2017_con_16",11,2.273,1.87717317317317,0.128274634299422,1000,3.08577630323139,1,999
"137","SGS_2017_int_17",10,2.351,1.76161861861862,0.126902238159117,1000,4.64437341634891,1,999
"138","SGS_2017_chr_18",13,2.413,2.07666166166166,0.12913380161321,999,2.60457242129184,0.999,999
"139","SGS_2017_int_19",15,2.7,2.2616026026026,0.126745469589078,1000,3.45888021732632,1,999
"140","SGS_2017_con_20",10,2.231,1.75893193193193,0.123861490015214,1000,3.81125778488604,1,999
"141","SGS_2017_chr_21",12,2.428,1.98728228228228,0.133904657540425,999,3.29127997347417,0.999,999
"142","SGS_2017_int_22",13,2.722,2.08051951951952,0.12720086276573,1000,5.04305133261491,1,999
"143","SGS_2017_con_23",13,2.682,2.07994494494494,0.131934002949355,1000,4.5633046947432,1,999
"144","SGS_2017_chr_24",14,2.476,2.16938738738739,0.126637748399601,994.5,2.42117864923742,0.9945,999
"145","SGS_2017_chr_25",13,2.636,2.08604004004004,0.135416533974792,1000,4.06124676077101,1,999
"146","SGS_2017_int_26",15,2.873,2.26702802802803,0.126206431460124,1000,4.80143495827654,1,999
"147","SGS_2017_con_27",12,2.288,1.98055455455455,0.128080646785292,999,2.40040516004602,0.999,999
"148","SGS_2017_int_28",10,2.054,1.76226226226226,0.122040965588818,993,2.39049024505972,0.993,999
"149","SGS_2017_chr_29",12,2.396,1.97432632632633,0.127646468260333,1000,3.30344959340101,1,999
"150","SGS_2017_con_30",10,2.422,1.76531631631632,0.123795511636921,1000,5.30458394654621,1,999
