"","plot","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"50","SBK_2013_del_20",11,2.26,1.75101401401401,0.139381577879964,1000,3.65174504211975,1,999
"51","SBK_2013_con_21",9,1.865,1.52566866866867,0.131241449112923,996,2.58555001963872,0.996,999
"52","SBK_2013_chr_22",6,1.515,1.14797197197197,0.116593831132404,1000,3.14791978669293,1,999
"53","SBK_2013_con_23",10,1.972,1.63886686686687,0.135460534496603,996,2.45926338893551,0.996,999
"54","SBK_2013_chr_24",6,1.543,1.15743843843844,0.114893424363136,1000,3.35581921853893,1,999
"55","SBK_2013_del_25",8,1.899,1.41105705705706,0.128345911870755,1000,3.80178017227618,1,999
"56","SBK_2013_chr_26",6,1.543,1.15006306306306,0.117591098131391,1000,3.34155342692595,1,999
"57","SBK_2013_con_27",11,2.186,1.745,0.139815459536672,1000,3.15415764080316,1,999
"58","SBK_2013_chr_28",6,1.418,1.1518968968969,0.117799745077232,996,2.2589446431199,0.996,999
"59","SBK_2013_del_29",7,1.921,1.28553453453453,0.126163540837406,1000,5.03683917911297,1,999
"60","SBK_2013_del_30",8,1.982,1.41661161161161,0.136811315238396,1000,4.13261423152894,1,999
"61","SBK_2014_con_1",6,1.478,1.15342342342342,0.119022597220823,1000,2.7270164166758,1,999
"62","SBK_2014_chr_2",4,1.318,0.87332032032032,0.102752857853646,1000,4.32766240247107,1,999
"63","SBK_2014_chr_3",5,1.401,1.01191291291291,0.10418530885199,1000,3.73456767920936,1,999
"64","SBK_2014_con_4",5,1.535,1.01765565565566,0.109819124134172,1000,4.71087662028952,1,999
"65","SBK_2014_del_5",10,2.179,1.64236036036036,0.134745801910617,1000,3.98260748780593,1,999
"66","SBK_2014_chr_6",4,1.394,0.870418418418418,0.102634579040061,1000,5.10141500533863,1,999
"67","SBK_2014_con_7",8,1.965,1.41772672672673,0.132974097543964,1000,4.11563818353671,1,999
"68","SBK_2014_del_8",13,2.602,1.97071771771772,0.142212549428052,1000,4.43900545219929,1,999
"69","SBK_2014_del_9",8,2.014,1.41054854854855,0.129875350273301,1000,4.64638940477611,1,999
"70","SBK_2014_chr_10",5,1.401,1.01984584584585,0.111331206475682,1000,3.42360570966605,1,999
"71","SBK_2014_con_11",7,1.96,1.29063063063063,0.121666693352146,1000,5.5016648429162,1,999
"72","SBK_2014_del_12",11,2.279,1.75066366366366,0.142826600697225,1000,3.69914521354706,1,999
"73","SBK_2014_del_13",10,2.051,1.64346146146146,0.138295211041671,1000,2.94687383220912,1,999
"74","SBK_2014_del_14",13,2.494,1.96585185185185,0.13813310821539,1000,3.8234725546363,1,999
"75","SBK_2014_con_15",8,1.554,1.38861961961962,0.134257534711125,891,1.23181451779389,0.891,999
"76","SBK_2014_chr_16",5,1.472,1.01423823823824,0.114255397645282,1000,4.00647821631091,1,999
"77","SBK_2014_con_17",5,1.497,1.01612312312312,0.11056321406537,1000,4.34933880081092,1,999
"78","SBK_2014_con_18",7,1.753,1.28342642642643,0.127509637901839,1000,3.68265161206926,1,999
"79","SBK_2014_chr_19",4,1.413,0.87543043043043,0.0984945952095133,1000,5.45785855991464,1,999
"80","SBK_2014_del_20",10,2.103,1.63554954954955,0.136295665059184,1000,3.42967951510028,1,999
"81","SBK_2014_con_21",10,2.279,1.64221221221221,0.134894336333891,1000,4.72064139306492,1,999
"82","SBK_2014_chr_22",6,1.492,1.15091291291291,0.121975610359073,1000,2.79635482932196,1,999
"83","SBK_2014_con_23",5,1.221,1.01104104104104,0.113841464657954,995,1.84431006391035,0.995,999
"84","SBK_2014_chr_24",3,1.184,0.700973973973974,0.116044689940773,1000,4.1624138620436,1,999
"85","SBK_2014_del_25",11,2.472,1.76514114114114,0.139719993028926,1000,5.05911032154517,1,999
"86","SBK_2014_chr_26",4,1.295,0.866436436436436,0.106480805959522,1000,4.02479639125272,1,999
"87","SBK_2014_con_27",8,1.864,1.40354854854855,0.128460794590759,1000,3.58437337180051,1,999
"88","SBK_2014_chr_28",7,1.371,1.2772982982983,0.122876965312119,766.5,0.762565233147567,0.7665,999
"89","SBK_2014_del_29",10,2.302,1.6453983983984,0.143161236781718,1000,4.58644823390804,1,999
"90","SBK_2014_del_30",9,2.047,1.53864864864865,0.129953775023897,1000,3.91178595048795,1,999
"91","SBK_2015_con_1",6,1.141,1.14443943943944,0.115235274212942,476.5,-0.0298471059571895,0.4765,999
"92","SBK_2015_chr_2",7,1.791,1.28259359359359,0.123335421722642,1000,4.12214430619709,1,999
"93","SBK_2015_chr_3",4,1.434,0.870335335335335,0.111684643446744,1000,5.04693077999971,1,999
"94","SBK_2015_con_4",4,1.324,0.868690690690691,0.100836021489759,1000,4.51534384818574,1,999
"95","SBK_2015_del_5",10,1.892,1.63081681681682,0.137867197715371,984,1.89445486316767,0.984,999
"96","SBK_2015_chr_6",6,1.762,1.16088488488488,0.118965546964198,1000,5.05285042984771,1,999
"97","SBK_2015_con_7",6,1.649,1.15809109109109,0.116726049586263,1000,4.2056499868619,1,999
"98","SBK_2015_del_8",10,2.097,1.6423993993994,0.13736465971682,1000,3.30944364829911,1,999
"99","SBK_2015_del_9",6,1.649,1.15734734734735,0.115232328143491,1000,4.26662083960007,1,999
"100","SBK_2015_chr_10",8,2.138,1.41618718718719,0.132306288224723,1000,5.4556198537352,1,999
"101","SBK_2015_con_11",7,1.775,1.2903033033033,0.127557661522644,1000,3.79982425916968,1,999
"102","SBK_2015_del_12",11,2.161,1.75782682682683,0.136506905728847,1000,2.9535001985469,1,999
"103","SBK_2015_del_13",9,1.989,1.52878978978979,0.133102450693506,1000,3.45756376244292,1,999
"104","SBK_2015_del_14",8,1.86,1.41156156156156,0.129133112273091,1000,3.47268357855483,1,999
"105","SBK_2015_con_15",9,1.625,1.5204044044044,0.133623730014795,779.5,0.782762130528872,0.7795,999
"106","SBK_2015_chr_16",7,1.609,1.28342142142142,0.127117974892078,1000,2.56123163427511,1,999
"107","SBK_2015_con_17",6,1.534,1.15258858858859,0.119903083399583,1000,3.18099752397809,1,999
"108","SBK_2015_con_18",7,1.67,1.29200800800801,0.120979916582748,1000,3.12441934718522,1,999
"109","SBK_2015_chr_19",5,1.578,1.0222952952953,0.11030202610021,1000,5.03802807937401,1,999
"110","SBK_2015_del_20",7,1.675,1.28643143143143,0.124111887320278,1000,3.13079252083118,1,999
"111","SBK_2015_con_21",9,2.061,1.52372172172172,0.136404145172642,1000,3.93887060835478,1,999
"112","SBK_2015_chr_22",4,1.471,0.879399399399399,0.0970451707710363,1000,6.09613642698816,1,999
"113","SBK_2015_con_23",9,1.737,1.51958658658659,0.133829551886632,952,1.62455459462038,0.952,999
"114","SBK_2015_chr_24",7,1.612,1.27856656656657,0.123964598845223,999,2.68974720637579,0.999,999
"115","SBK_2015_del_25",11,2.381,1.76565265265265,0.134555888182419,1000,4.57317294441336,1,999
"116","SBK_2015_chr_26",7,1.816,1.28932732732733,0.123543546897132,1000,4.26305287407043,1,999
"117","SBK_2015_con_27",9,1.837,1.5246016016016,0.133933273240069,993,2.33249282154434,0.993,999
"118","SBK_2015_chr_28",7,1.931,1.28496896896897,0.126101924762851,1000,5.12308620384632,1,999
"119","SBK_2015_del_29",6,1.773,1.15431231231231,0.114510776761612,1000,5.4028773988292,1,999
"120","SBK_2015_del_30",8,1.96,1.41222022022022,0.131971255871512,1000,4.150750677959,1,999
"121","SBK_2016_con_1",9,1.699,1.51996396396396,0.131227191749315,909.5,1.3643211719264,0.9095,999
"122","SBK_2016_chr_2",13,2.539,1.96385285285285,0.142507143474465,1000,4.0359180117185,1,999
"123","SBK_2016_chr_3",8,1.882,1.40805305305305,0.131619495407523,1000,3.60088712906477,1,999
"124","SBK_2016_con_4",9,1.985,1.53219419419419,0.132263212728289,1000,3.42352039138814,1,999
"125","SBK_2016_del_5",12,2.293,1.84886386386386,0.14602748212771,999,3.04145582505978,0.999,999
"126","SBK_2016_chr_6",11,2.135,1.74993893893894,0.137215324822001,999.5,2.80625405041726,0.9995,999
"127","SBK_2016_con_7",12,2.39,1.85738538538539,0.138622158518367,1000,3.84220401923727,1,999
"128","SBK_2016_del_8",12,2.316,1.8486996996997,0.142107892871376,1000,3.28834866845334,1,999
"129","SBK_2016_del_9",8,1.888,1.40276276276276,0.12948982200459,1000,3.74730021035968,1,999
"130","SBK_2016_chr_10",10,2.17,1.63613213213213,0.13805595768914,1000,3.8670396903115,1,999
"131","SBK_2016_con_11",8,1.879,1.40389189189189,0.124641997655218,1000,3.81178187967063,1,999
"132","SBK_2016_del_12",10,1.991,1.64326526526527,0.140015776038932,997,2.48353967368682,0.997,999
"133","SBK_2016_del_13",8,1.927,1.40935035035035,0.134710627954684,1000,3.84267861793195,1,999
"134","SBK_2016_del_14",9,1.916,1.51892492492493,0.130676524584657,1000,3.03861061760818,1,999
"135","SBK_2016_con_15",10,2.101,1.63666866866867,0.138899104575346,1000,3.34293970253389,1,999
"136","SBK_2016_chr_16",12,2.279,1.8578048048048,0.141023253589765,1000,2.98670740089751,1,999
"137","SBK_2016_con_17",7,1.635,1.28231531531532,0.125733549726114,1000,2.80501652465026,1,999
"138","SBK_2016_con_18",10,2.07,1.63825325325325,0.137072223721507,1000,3.14977560752161,1,999
"139","SBK_2016_chr_19",9,2.074,1.52356656656657,0.132720302443465,1000,4.14731901072863,1,999
"140","SBK_2016_del_20",12,2.114,1.84332532532533,0.144946169502254,967,1.86741516249911,0.967,999
"141","SBK_2016_con_21",9,2.118,1.52902802802803,0.13471285135374,1000,4.37205482664308,1,999
"142","SBK_2016_chr_22",10,2.086,1.63845445445445,0.137828629609227,999,3.24711597883858,0.999,999
"143","SBK_2016_con_23",8,1.609,1.40238338338338,0.128563366643261,952.5,1.60711890184036,0.9525,999
"144","SBK_2016_chr_24",10,2.275,1.64993593593594,0.139727016636928,1000,4.47346604191982,1,999
"145","SBK_2016_del_25",11,2.156,1.75158458458458,0.141227933713996,999,2.86356533569631,0.999,999
"146","SBK_2016_chr_26",9,2.228,1.52751451451451,0.135140042925639,1000,5.18340434352926,1,999
"147","SBK_2016_con_27",12,2.497,1.86787387387387,0.143036866571192,1000,4.39834946896713,1,999
"148","SBK_2016_chr_28",10,1.862,1.63843943943944,0.133039012487968,957,1.68041355975023,0.957,999
"149","SBK_2016_del_29",8,1.873,1.40914614614615,0.136144133597039,1000,3.4070792593001,1,999
"150","SBK_2016_del_30",12,2.327,1.86140740740741,0.139765360146852,1000,3.33124453801281,1,999
