"","plot","PD","SR","pd_per_spp"
"115","HPG_2016_chr_25",2.606,19,0.137157894736842
"116","HPG_2016_con_26",2.728,18,0.151555555555556
"117","HPG_2016_int_27",3.195,24,0.133125
"118","HPG_2016_int_28",3.223,25,0.12892
"119","HPG_2016_con_29",2.48,17,0.145882352941176
"120","HPG_2016_chr_30",2.774,19,0.146
"121","HPG_2017_int_1",3.255,21,0.155
"122","HPG_2017_chr_2",3.077,21,0.14652380952381
"123","HPG_2017_con_3",3.001,19,0.157947368421053
"124","HPG_2017_chr_4",3.294,23,0.143217391304348
"125","HPG_2017_con_5",2.931,20,0.14655
"126","HPG_2017_int_6",3.529,25,0.14116
"127","HPG_2017_int_7",2.922,20,0.1461
"128","HPG_2017_con_8",2.542,15,0.169466666666667
"129","HPG_2017_chr_9",3.059,21,0.145666666666667
"130","HPG_2017_chr_10",2.934,22,0.133363636363636
"131","HPG_2017_int_11",2.903,19,0.152789473684211
"132","HPG_2017_con_12",3.256,23,0.141565217391304
"133","HPG_2017_int_13",3.054,21,0.145428571428571
"134","HPG_2017_con_14",2.782,18,0.154555555555556
"135","HPG_2017_chr_15",2.956,22,0.134363636363636
"136","HPG_2017_int_16",2.854,20,0.1427
"137","HPG_2017_chr_17",2.805,18,0.155833333333333
"138","HPG_2017_con_18",2.499,16,0.1561875
"139","HPG_2017_int_19",3.192,25,0.12768
"140","HPG_2017_chr_20",2.561,16,0.1600625
"141","HPG_2017_con_21",2.696,17,0.158588235294118
"142","HPG_2017_chr_22",2.779,19,0.146263157894737
"143","HPG_2017_con_23",2.799,20,0.13995
"144","HPG_2017_int_24",2.772,19,0.145894736842105
"145","HPG_2017_chr_25",2.609,16,0.1630625
"146","HPG_2017_con_26",2.845,18,0.158055555555556
"147","HPG_2017_int_27",3.041,21,0.144809523809524
"148","HPG_2017_int_28",3.426,25,0.13704
"149","HPG_2017_con_29",2.462,17,0.144823529411765
"150","HPG_2017_chr_30",2.742,19,0.144315789473684
