"","plot","PD","SR","pd_per_spp"
"45","KNZ_2014_int_15",1.868,12,0.155666666666667
"46","KNZ_2014_con_16",1.543,6,0.257166666666667
"47","KNZ_2014_chr_17",1.35,7,0.192857142857143
"48","KNZ_2014_int_18",1.876,12,0.156333333333333
"49","KNZ_2014_con_19",1.724,10,0.1724
"50","KNZ_2014_chr_20",1.605,8,0.200625
"51","KNZ_2014_int_21",1.732,11,0.157454545454545
"52","KNZ_2014_int_22",1.687,8,0.210875
"53","KNZ_2014_con_23",1.76,11,0.16
"54","KNZ_2014_chr_24",1.723,9,0.191444444444444
"55","KNZ_2014_int_25",1.306,6,0.217666666666667
"56","KNZ_2014_chr_26",1.809,10,0.1809
"57","KNZ_2014_con_27",1.582,7,0.226
"58","KNZ_2014_chr_28",1.686,7,0.240857142857143
"59","KNZ_2014_int_29",1.804,10,0.1804
"60","KNZ_2014_con_30",1.926,13,0.148153846153846
"61","KNZ_2015_int_1",2.036,12,0.169666666666667
"62","KNZ_2015_chr_2",1.879,11,0.170818181818182
"63","KNZ_2015_con_3",1.861,11,0.169181818181818
"64","KNZ_2015_con_4",1.77,9,0.196666666666667
"65","KNZ_2015_int_5",1.672,8,0.209
"66","KNZ_2015_chr_6",1.764,8,0.2205
"67","KNZ_2015_chr_7",1.67,8,0.20875
"68","KNZ_2015_int_8",1.626,8,0.20325
"69","KNZ_2015_con_9",1.557,6,0.2595
"70","KNZ_2015_chr_10",1.865,12,0.155416666666667
"71","KNZ_2015_int_11",2.005,14,0.143214285714286
"72","KNZ_2015_con_12",1.881,9,0.209
"73","KNZ_2015_chr_13",1.508,8,0.1885
"74","KNZ_2015_con_14",1.977,13,0.152076923076923
"75","KNZ_2015_int_15",1.868,12,0.155666666666667
"76","KNZ_2015_con_16",1.626,7,0.232285714285714
"77","KNZ_2015_chr_17",1.695,10,0.1695
"78","KNZ_2015_int_18",1.817,10,0.1817
"79","KNZ_2015_con_19",2.035,12,0.169583333333333
"80","KNZ_2015_chr_20",1.605,8,0.200625
"81","KNZ_2015_int_21",1.899,12,0.15825
"82","KNZ_2015_int_22",1.625,7,0.232142857142857
"83","KNZ_2015_con_23",1.904,12,0.158666666666667
"84","KNZ_2015_chr_24",1.615,7,0.230714285714286
"85","KNZ_2015_int_25",1.605,8,0.200625
"86","KNZ_2015_chr_26",1.809,10,0.1809
"87","KNZ_2015_con_27",1.756,8,0.2195
"88","KNZ_2015_chr_28",1.542,6,0.257
"89","KNZ_2015_int_29",1.757,9,0.195222222222222
"90","KNZ_2015_con_30",1.887,12,0.15725
"91","KNZ_2016_int_1",2.042,13,0.157076923076923
"92","KNZ_2016_chr_2",1.872,11,0.170181818181818
"93","KNZ_2016_con_3",1.861,11,0.169181818181818
"94","KNZ_2016_con_4",1.742,9,0.193555555555556
"95","KNZ_2016_int_5",1.625,7,0.232142857142857
"96","KNZ_2016_chr_6",1.747,8,0.218375
"97","KNZ_2016_chr_7",1.811,10,0.1811
"98","KNZ_2016_int_8",1.522,7,0.217428571428571
"99","KNZ_2016_con_9",1.702,8,0.21275
"100","KNZ_2016_chr_10",1.855,11,0.168636363636364
"101","KNZ_2016_int_11",1.995,13,0.153461538461538
"102","KNZ_2016_con_12",1.789,10,0.1789
"103","KNZ_2016_chr_13",1.508,8,0.1885
"104","KNZ_2016_con_14",1.806,10,0.1806
"105","KNZ_2016_int_15",1.665,9,0.185
"106","KNZ_2016_con_16",1.626,7,0.232285714285714
"107","KNZ_2016_chr_17",1.564,8,0.1955
"108","KNZ_2016_int_18",1.905,13,0.146538461538462
"109","KNZ_2016_con_19",1.829,11,0.166272727272727
"110","KNZ_2016_chr_20",1.605,8,0.200625
"111","KNZ_2016_int_21",1.732,11,0.157454545454545
"112","KNZ_2016_int_22",1.684,9,0.187111111111111
"113","KNZ_2016_con_23",1.836,11,0.166909090909091
"114","KNZ_2016_chr_24",1.655,8,0.206875
"115","KNZ_2016_int_25",1.623,9,0.180333333333333
"116","KNZ_2016_chr_26",1.809,10,0.1809
"117","KNZ_2016_con_27",1.756,8,0.2195
"118","KNZ_2016_chr_28",1.686,7,0.240857142857143
"119","KNZ_2016_int_29",1.803,10,0.1803
"120","KNZ_2016_con_30",1.858,12,0.154833333333333
"121","KNZ_2017_int_1",2.082,13,0.160153846153846
"122","KNZ_2017_chr_2",1.872,11,0.170181818181818
"123","KNZ_2017_con_3",1.793,10,0.1793
"124","KNZ_2017_con_4",1.886,11,0.171454545454545
"125","KNZ_2017_int_5",1.672,9,0.185777777777778
"126","KNZ_2017_chr_6",1.603,7,0.229
"127","KNZ_2017_chr_7",1.821,10,0.1821
"128","KNZ_2017_int_8",1.558,7,0.222571428571429
"129","KNZ_2017_con_9",1.743,8,0.217875
"130","KNZ_2017_chr_10",1.855,11,0.168636363636364
"131","KNZ_2017_int_11",1.995,13,0.153461538461538
"132","KNZ_2017_con_12",1.7,7,0.242857142857143
"133","KNZ_2017_chr_13",1.508,8,0.1885
"134","KNZ_2017_con_14",1.806,10,0.1806
"135","KNZ_2017_int_15",1.853,12,0.154416666666667
"136","KNZ_2017_con_16",1.626,7,0.232285714285714
"137","KNZ_2017_chr_17",1.51,8,0.18875
"138","KNZ_2017_int_18",1.819,11,0.165363636363636
"139","KNZ_2017_con_19",1.868,11,0.169818181818182
"140","KNZ_2017_chr_20",1.651,9,0.183444444444444
"141","KNZ_2017_int_21",1.732,11,0.157454545454545
"142","KNZ_2017_int_22",1.598,8,0.19975
"143","KNZ_2017_con_23",1.731,10,0.1731
"144","KNZ_2017_chr_24",1.655,8,0.206875
"145","KNZ_2017_int_25",1.702,8,0.21275
"146","KNZ_2017_chr_26",1.809,10,0.1809
"147","KNZ_2017_con_27",1.834,9,0.203777777777778
"148","KNZ_2017_chr_28",1.542,6,0.257
"149","KNZ_2017_int_29",1.803,10,0.1803
"150","KNZ_2017_con_30",1.858,12,0.154833333333333
